0.000000	7.3
0.001652	4.4
0.001890	4.2
0.002048	4.5
0.002455	5.2
0.002933	3.8
0.003422	4.2
0.003651	4.0
0.004033	3.3
0.004396	5.0
0.005003	3.6
0.005305	3.8
0.012113	3.2
0.012714	3.1
0.012822	3.8
0.013472	2.8
0.013806	2.7
0.014119	3.8
0.014391	3.1
0.014793	3.5
0.015055	3.3
0.015652	3.1
0.016059	3.1
0.016270	3.5
0.016781	2.7
0.017300	2.9
0.017569	2.5
0.017953	2.8
0.019525	3.8
0.020216	2.9
0.020693	3.2
0.020952	2.6
0.021979	3.6
0.022168	2.7
0.022487	2.5
0.022998	3.3
0.023056	3.6
0.023799	3.2
0.024491	3.0
0.024889	3.4
0.025405	3.6
0.026052	3.2
0.026885	3.1
0.026969	2.7
0.027965	2.2
0.028050	2.9
0.028236	2.8
0.028429	3.1
0.028609	2.7
0.028934	2.8
0.029120	2.5
0.029260	5.0
0.030730	3.3
0.032207	3.9
0.032702	3.1
0.033735	3.2
0.034251	2.4
0.034554	3.2
0.034820	2.8
0.035108	3.4
0.036184	2.4
0.036479	2.5
0.036818	3.2
0.037359	4.0
0.038250	3.1
0.038845	4.5
0.038918	4.6
0.039518	3.3
0.043065	2.7
0.043469	4.1
0.045010	2.7
0.045259	3.0
0.045711	2.6
0.045730	2.6
0.046112	2.8
0.046931	2.5
0.047021	4.4
0.047748	3.1
0.048223	2.5
0.049105	2.1
0.049858	2.2
0.050703	2.6
0.051211	4.4
0.054808	2.8
0.055101	2.6
0.057591	3.1
0.058864	2.3
0.058916	2.6
0.059268	2.5
0.059574	2.4
0.060169	2.2
0.060774	2.0
0.061052	2.6
0.061590	2.2
0.062616	2.8
0.062842	2.6
0.063427	2.8
0.064713	3.1
0.065409	2.5
0.066764	2.2
0.067088	2.6
0.067575	2.4
0.067841	2.8
0.068599	2.7
0.069070	3.4
0.070325	3.9
0.070445	3.4
0.071541	2.7
0.071761	2.9
0.072808	3.3
0.075500	2.8
0.075669	2.6
0.076818	2.2
0.077351	3.5
0.077598	5.4
0.079421	2.5
0.080748	2.6
0.083155	2.0
0.083976	4.2
0.084815	2.5
0.085163	3.0
0.088628	2.0
0.089239	2.8
0.089929	3.6
0.090541	4.1
0.093113	2.8
0.094394	2.6
0.094767	3.3
0.095337	2.7
0.095752	3.0
0.097672	2.2
0.097859	2.4
0.097990	2.6
0.099806	2.3
0.100034	2.0
0.100552	3.7
0.101373	2.5
0.101633	3.3
0.101803	3.3
0.102016	2.7
0.102911	2.9
0.103079	4.0
0.104104	2.8
0.107597	4.2
0.108418	3.0
0.110959	3.4
0.111437	3.5
0.112773	2.6
0.113719	4.8
0.118229	3.3
0.119220	2.5
0.121830	2.2
0.122115	2.6
0.122546	2.3
0.123287	2.9
0.123716	2.3
0.124214	2.5
0.124427	2.6
0.124561	2.8
0.125935	4.1
0.126888	2.6
0.127467	2.0
